Week #,Day of Week,Backup Start Time - Hour of Day,Work-Flow-ID,File Name,Size of Backup (GB),Backup Time (hour)
1,Monday,9,work_flow_3,File_21,0,0
1,Monday,9,work_flow_3,File_23,0,0
1,Monday,9,work_flow_2,File_15,0,0
1,Monday,9,work_flow_3,File_18,0.004089153046876572,1
1,Monday,9,work_flow_3,File_22,0.0008634361307667004,1
1,Monday,9,work_flow_0,File_0,0.097826616927343221,1
1,Monday,9,work_flow_0,File_1,0.097795252053143197,1
1,Monday,9,work_flow_0,File_2,0.099470504085940714,1
1,Monday,9,work_flow_0,File_3,0.098165614521820876,1
1,Monday,9,work_flow_0,File_4,0.10179841880454921,1
1,Monday,9,work_flow_0,File_5,0.10109420771397537,1
1,Monday,9,work_flow_4,File_24,0.096617882491279131,1
1,Monday,9,work_flow_4,File_25,0.080128734050130435,1
1,Monday,9,work_flow_4,File_26,0.12008307479590775,1
1,Monday,9,work_flow_4,File_27,0.11953601601485858,1
1,Monday,9,work_flow_4,File_28,0.1221708762007486,1
1,Monday,9,work_flow_4,File_29,0.11957093446897005,1
1,Monday,9,work_flow_1,File_6,0.15480312761644477,2
1,Monday,9,work_flow_1,File_7,0.16084708432976233,2
1,Monday,9,work_flow_1,File_8,0.1551077200733901,2
1,Monday,9,work_flow_1,File_9,0.15811716575331161,2
1,Monday,9,work_flow_1,File_10,0.16918205341879053,2
1,Monday,9,work_flow_1,File_11,0.16288823423552523,2
1,Monday,13,work_flow_2,File_12,0,0
1,Monday,13,work_flow_2,File_13,0,0
1,Monday,13,work_flow_2,File_17,0,0
1,Monday,13,work_flow_3,File_19,0,0
1,Monday,13,work_flow_3,File_20,0,0
1,Monday,13,work_flow_2,File_15,0,0
1,Monday,13,work_flow_3,File_22,0,0
1,Monday,13,work_flow_2,File_14,0.0012543145852378732,1
1,Monday,13,work_flow_2,File_16,0.002869302929955817,1
1,Monday,13,work_flow_3,File_21,0.0016038292449220785,1
1,Monday,13,work_flow_3,File_23,0.0015243704193572561,1
1,Monday,13,work_flow_3,File_18,0.0023981741311353412,1
1,Monday,13,work_flow_4,File_24,0.10317727054802762,1
1,Monday,13,work_flow_4,File_25,0.079781644841125349,1
1,Monday,13,work_flow_4,File_26,0.10145206456147746,1
1,Monday,13,work_flow_4,File_27,0.078242554106948622,1
1,Monday,13,work_flow_4,File_28,0.099436577717186489,1
1,Monday,13,work_flow_4,File_29,0.099952815207753051,1
1,Monday,13,work_flow_0,File_0,0.15979002968683054,2
1,Monday,13,work_flow_0,File_1,0.15806843219574296,2
1,Monday,13,work_flow_0,File_2,0.16032690074789235,2
1,Monday,13,work_flow_0,File_3,0.15866795351457291,2
1,Monday,13,work_flow_0,File_4,0.16132532877698877,2
1,Monday,13,work_flow_0,File_5,0.1606334363898029,2
1,Monday,17,work_flow_2,File_17,0,0
1,Monday,17,work_flow_3,File_19,0,0
1,Monday,17,work_flow_3,File_20,0,0
1,Monday,17,work_flow_2,File_15,0,0
1,Monday,17,work_flow_2,File_14,0,0
1,Monday,17,work_flow_3,File_18,0,0
1,Monday,13,work_flow_1,File_6,1.0012922850864348,4
1,Monday,13,work_flow_1,File_7,1.0047750944636706,4
1,Monday,13,work_flow_1,File_8,0.9920924705205556,4
1,Monday,13,work_flow_1,File_9,1.0023781023184486,4
1,Monday,13,work_flow_1,File_10,0.99736670384419179,4
1,Monday,13,work_flow_1,File_11,1.0062171583009094,4
1,Monday,17,work_flow_2,File_12,0.0014628755685692179,1
1,Monday,17,work_flow_2,File_13,0.00053328562827423872,1
1,Monday,17,work_flow_3,File_22,0.0035240659027244384,1
1,Monday,17,work_flow_2,File_16,0.00098167278300852505,1
1,Monday,17,work_flow_3,File_21,0.0029670495161905012,1
1,Monday,17,work_flow_3,File_23,0.0032845712946474627,1
1,Monday,17,work_flow_4,File_24,0.07861895818886,1
1,Monday,17,work_flow_4,File_25,0.061188648545113265,1
1,Monday,17,work_flow_4,File_26,0.081005913867478546,1
1,Monday,17,work_flow_4,File_27,0.080928753093408329,1
1,Monday,17,work_flow_4,File_28,0.07817810308270029,1
1,Monday,17,work_flow_4,File_29,0.080336282218170879,1
1,Monday,17,work_flow_0,File_0,0.16223096032058076,1
1,Monday,17,work_flow_0,File_1,0.16069034703037957,1
1,Monday,17,work_flow_0,File_2,0.16193204668308273,1
1,Monday,17,work_flow_0,File_3,0.15901643454196601,1
1,Monday,17,work_flow_0,File_4,0.15844796379778187,1
1,Monday,17,work_flow_0,File_5,0.15595735196202284,1
1,Monday,21,work_flow_3,File_19,0,0
1,Monday,21,work_flow_3,File_20,0,0
1,Monday,21,work_flow_2,File_13,0,0
1,Monday,21,work_flow_3,File_22,0,0
1,Monday,21,work_flow_2,File_16,0,0
1,Monday,21,work_flow_3,File_21,0,0
1,Monday,21,work_flow_3,File_23,0,0
1,Monday,21,work_flow_2,File_17,0.0038551532240046239,1
1,Monday,21,work_flow_2,File_15,0.0029226547090079077,1
1,Monday,21,work_flow_2,File_14,0.0019091532815760082,1
1,Monday,21,work_flow_3,File_18,0.00027508235757009436,1
1,Monday,21,work_flow_2,File_12,0.0012508157603398214,1
1,Monday,21,work_flow_4,File_24,0.078850235021850401,1
1,Monday,21,work_flow_4,File_25,0.06011562344348266,1
1,Monday,21,work_flow_4,File_26,0.079113465403218106,1
1,Monday,21,work_flow_4,File_27,0.060904907769539329,1
1,Monday,21,work_flow_4,File_28,0.080478294598477232,1
1,Monday,21,work_flow_4,File_29,0.078613249997051646,1
1,Monday,21,work_flow_0,File_4,0.12083098494070144,1
1,Monday,21,work_flow_1,File_6,0.32440299556092611,2
1,Monday,21,work_flow_1,File_7,0.3237741706324001,2
1,Monday,21,work_flow_1,File_8,0.31665273333727034,2
1,Monday,21,work_flow_1,File_9,0.31205626539221315,2
1,Monday,21,work_flow_1,File_10,0.32033528516511539,2
1,Monday,21,work_flow_1,File_11,0.31401701734033327,2
1,Monday,21,work_flow_0,File_0,0.14160439389752896,2
1,Monday,21,work_flow_0,File_1,0.14066998990922983,2
1,Monday,21,work_flow_0,File_2,0.13982651457270395,2
1,Monday,21,work_flow_0,File_3,0.13995821808889983,2
1,Monday,21,work_flow_0,File_5,0.13867600663791607,2
1,Tuesday,1,work_flow_3,File_19,0,0
1,Tuesday,1,work_flow_3,File_20,0,0
1,Tuesday,1,work_flow_3,File_22,0,0
1,Tuesday,1,work_flow_2,File_16,0,0
1,Tuesday,1,work_flow_3,File_21,0,0
1,Tuesday,1,work_flow_3,File_23,0,0
1,Tuesday,1,work_flow_2,File_17,0,0
1,Tuesday,1,work_flow_2,File_15,0,0
1,Tuesday,1,work_flow_2,File_14,0,0
1,Tuesday,1,work_flow_3,File_18,0,0
1,Tuesday,1,work_flow_2,File_12,0,0
1,Tuesday,1,work_flow_2,File_13,0.0002067377345289171,1
1,Tuesday,1,work_flow_4,File_27,0.061127252197442271,2
1,Tuesday,1,work_flow_4,File_28,0.057687919003059959,2
1,Tuesday,1,work_flow_4,File_29,0.059527010902519037,2
1,Tuesday,1,work_flow_0,File_2,0.039080026476389799,2
1,Tuesday,1,work_flow_4,File_24,0.079281557744848241,3
1,Tuesday,1,work_flow_4,File_25,0.080180436968447427,3
1,Tuesday,1,work_flow_4,File_26,0.083307412724975341,3
1,Tuesday,1,work_flow_0,File_4,0.082523411944493461,3
1,Tuesday,1,work_flow_0,File_0,0.081447041358256228,3
1,Tuesday,1,work_flow_0,File_1,0.079246995134117412,3
1,Tuesday,1,work_flow_0,File_3,0.077917834776830938,3
1,Tuesday,1,work_flow_0,File_5,0.080893073493536416,3
1,Tuesday,5,work_flow_3,File_19,0,0
1,Tuesday,5,work_flow_3,File_20,0,0
1,Tuesday,5,work_flow_3,File_22,0,0
1,Tuesday,5,work_flow_3,File_23,0,0
1,Tuesday,5,work_flow_2,File_17,0,0
1,Tuesday,5,work_flow_2,File_15,0,0
1,Tuesday,5,work_flow_2,File_14,0,0
1,Tuesday,5,work_flow_3,File_18,0,0
1,Tuesday,5,work_flow_2,File_13,0,0
1,Tuesday,1,work_flow_1,File_6,0.12238828492387963,4
1,Tuesday,1,work_flow_1,File_7,0.12041205049205048,4
1,Tuesday,1,work_flow_1,File_8,0.11519778131249056,4
1,Tuesday,1,work_flow_1,File_9,0.1183913832624876,4
1,Tuesday,1,work_flow_1,File_10,0.11544081643285337,4
1,Tuesday,1,work_flow_1,File_11,0.12112791804621167,4
1,Tuesday,5,work_flow_2,File_16,5.2773543296914176e-05,1
1,Tuesday,5,work_flow_3,File_21,0.0027003093975224877,1
1,Tuesday,5,work_flow_2,File_12,0.00063880163229972867,1
1,Tuesday,5,work_flow_4,File_29,0.039339465018847192,1
1,Tuesday,5,work_flow_4,File_27,0.078758280620014054,2
1,Tuesday,5,work_flow_4,File_28,0.080162473194100872,2
1,Tuesday,5,work_flow_0,File_2,0.078741436263989134,2
1,Tuesday,5,work_flow_4,File_24,0.07778385143690901,2
1,Tuesday,5,work_flow_4,File_25,0.078992114311119049,2
1,Tuesday,5,work_flow_4,File_26,0.080339910685675406,2
1,Tuesday,5,work_flow_0,File_4,0.079861144052284033,2
1,Tuesday,5,work_flow_0,File_0,0.079910296598170852,2
1,Tuesday,5,work_flow_0,File_1,0.081747846854716991,2
1,Tuesday,5,work_flow_0,File_3,0.078273566330264915,2
1,Tuesday,5,work_flow_0,File_5,0.058898246897049568,2
1,Tuesday,9,work_flow_3,File_19,0,0
1,Tuesday,9,work_flow_3,File_22,0,0
1,Tuesday,9,work_flow_3,File_23,0,0
1,Tuesday,9,work_flow_2,File_17,0,0
1,Tuesday,9,work_flow_2,File_15,0,0
1,Tuesday,9,work_flow_2,File_14,0,0
1,Tuesday,9,work_flow_3,File_18,0,0
1,Tuesday,9,work_flow_2,File_13,0,0
1,Tuesday,9,work_flow_1,File_6,0,0
1,Tuesday,9,work_flow_1,File_7,0,0
1,Tuesday,9,work_flow_1,File_8,0,0
1,Tuesday,9,work_flow_1,File_9,0,0
1,Tuesday,9,work_flow_1,File_10,0,0
1,Tuesday,9,work_flow_1,File_11,0,0
1,Tuesday,9,work_flow_2,File_16,0,0
1,Tuesday,9,work_flow_3,File_20,0.0023769765850084547,1
1,Tuesday,9,work_flow_3,File_21,0.0052486583933394598,1
1,Tuesday,9,work_flow_2,File_12,6.2330002826938968e-05,1
1,Tuesday,9,work_flow_0,File_4,0.079696458761278816,2
1,Tuesday,9,work_flow_0,File_0,0.081293487147110877,2
1,Tuesday,9,work_flow_0,File_5,0.082728250435984266,2
1,Tuesday,9,work_flow_4,File_29,0.12052775718110192,3
1,Tuesday,9,work_flow_4,File_27,0.12266891721799053,3
1,Tuesday,9,work_flow_4,File_28,0.12047127962209622,3
1,Tuesday,9,work_flow_0,File_2,0.10285211671486486,3
1,Tuesday,9,work_flow_4,File_24,0.11926965896410884,3
1,Tuesday,9,work_flow_4,File_25,0.099133853075687256,3
1,Tuesday,9,work_flow_4,File_26,0.10012906266238547,3
1,Tuesday,9,work_flow_0,File_1,0.098447356222419069,3
1,Tuesday,9,work_flow_0,File_3,0.09921299865463773,3
1,Tuesday,13,work_flow_3,File_19,0,0
1,Tuesday,13,work_flow_3,File_22,0,0
1,Tuesday,13,work_flow_3,File_23,0,0
1,Tuesday,13,work_flow_2,File_17,0,0
1,Tuesday,13,work_flow_2,File_15,0,0
1,Tuesday,13,work_flow_2,File_14,0,0
1,Tuesday,13,work_flow_2,File_13,0,0
1,Tuesday,13,work_flow_1,File_7,0,0
1,Tuesday,13,work_flow_1,File_8,0,0
1,Tuesday,13,work_flow_2,File_16,0,0
1,Tuesday,13,work_flow_3,File_20,0,0
1,Tuesday,13,work_flow_3,File_21,0,0
1,Tuesday,13,work_flow_2,File_12,0,0
1,Tuesday,13,work_flow_3,File_18,0.0034260090447955352,1
1,Tuesday,13,work_flow_1,File_6,0.019980706328402886,1
1,Tuesday,13,work_flow_1,File_9,0.017428907646527016,1
1,Tuesday,13,work_flow_1,File_10,0.021536089763269678,1
1,Tuesday,13,work_flow_1,File_11,0.033467626998760339,1
1,Tuesday,13,work_flow_4,File_29,0.078756275976131745,2
1,Tuesday,13,work_flow_4,File_24,0.08265924364600151,2
1,Tuesday,13,work_flow_4,File_25,0.080332913600796724,2
1,Tuesday,13,work_flow_4,File_27,0.10313879925720987,3
1,Tuesday,13,work_flow_4,File_28,0.10192892782804713,3
1,Tuesday,13,work_flow_4,File_26,0.099835304399973929,3
1,Tuesday,17,work_flow_3,File_19,0,0
1,Tuesday,17,work_flow_3,File_23,0,0
1,Tuesday,17,work_flow_2,File_17,0,0
1,Tuesday,17,work_flow_1,File_7,0,0
1,Tuesday,17,work_flow_1,File_8,0,0
1,Tuesday,17,work_flow_2,File_16,0,0
1,Tuesday,17,work_flow_3,File_18,0,0
1,Tuesday,17,work_flow_1,File_6,0,0
1,Tuesday,17,work_flow_1,File_9,0,0
1,Tuesday,17,work_flow_1,File_10,0,0
1,Tuesday,17,work_flow_1,File_11,0,0
1,Tuesday,13,work_flow_0,File_4,0.16028033058308921,4
1,Tuesday,13,work_flow_0,File_0,0.1572386195071078,4
1,Tuesday,13,work_flow_0,File_5,0.16118163552036013,4
1,Tuesday,13,work_flow_0,File_2,0.16341878494960049,4
1,Tuesday,13,work_flow_0,File_1,0.16281151044537912,4
1,Tuesday,13,work_flow_0,File_3,0.16027321182085952,4
1,Tuesday,17,work_flow_3,File_22,0.001564649176033433,1
1,Tuesday,17,work_flow_2,File_15,0.0043521527671136883,1
1,Tuesday,17,work_flow_2,File_14,0.0014252269439619016,1
1,Tuesday,17,work_flow_2,File_13,0.0033362059305460101,1
1,Tuesday,17,work_flow_3,File_20,0.0021417912839947761,1
1,Tuesday,17,work_flow_3,File_21,0.0051805790185527126,1
1,Tuesday,17,work_flow_2,File_12,0.0034001128963884585,1
1,Tuesday,17,work_flow_4,File_28,0.039801209810996024,1
1,Tuesday,17,work_flow_4,File_29,0.07850140989663193,2
1,Tuesday,17,work_flow_4,File_24,0.081642797588629745,2
1,Tuesday,17,work_flow_4,File_25,0.060644022059780298,2
1,Tuesday,17,work_flow_4,File_27,0.058996992668109066,2
1,Tuesday,17,work_flow_4,File_26,0.079634537933434169,2
1,Tuesday,21,work_flow_3,File_19,0,0
1,Tuesday,21,work_flow_3,File_23,0,0
1,Tuesday,21,work_flow_2,File_17,0,0
1,Tuesday,21,work_flow_1,File_7,0,0
1,Tuesday,21,work_flow_1,File_8,0,0
1,Tuesday,21,work_flow_2,File_16,0,0
1,Tuesday,21,work_flow_3,File_18,0,0
1,Tuesday,21,work_flow_1,File_6,0,0
1,Tuesday,21,work_flow_1,File_9,0,0
1,Tuesday,21,work_flow_1,File_10,0,0
1,Tuesday,21,work_flow_1,File_11,0,0
1,Tuesday,21,work_flow_3,File_22,0,0
1,Tuesday,21,work_flow_2,File_15,0,0
1,Tuesday,21,work_flow_2,File_14,0,0
1,Tuesday,21,work_flow_2,File_13,0,0
1,Tuesday,21,work_flow_3,File_20,0,0
1,Tuesday,21,work_flow_2,File_12,0,0
1,Tuesday,21,work_flow_3,File_21,0.00051508297726204715,1
1,Tuesday,21,work_flow_4,File_28,0.080782814900889399,2
1,Tuesday,21,work_flow_4,File_29,0.081443885847985897,2
1,Tuesday,21,work_flow_4,File_24,0.079845895198468589,2
1,Tuesday,21,work_flow_4,File_25,0.082141032837616867,2
1,Tuesday,21,work_flow_4,File_27,0.078966620531562171,2
1,Tuesday,21,work_flow_4,File_26,0.077649206001906057,2
1,Tuesday,21,work_flow_0,File_4,0.29980144604784281,3
1,Tuesday,21,work_flow_0,File_0,0.29295703073085139,3
1,Tuesday,21,work_flow_0,File_5,0.30323867142687361,3
1,Tuesday,21,work_flow_0,File_2,0.30246293389131984,3
1,Tuesday,21,work_flow_0,File_1,0.30038084978133994,3
1,Tuesday,21,work_flow_0,File_3,0.29811039732238109,3
1,Wednesday,1,work_flow_3,File_19,0,0
1,Wednesday,1,work_flow_3,File_23,0,0
1,Wednesday,1,work_flow_1,File_7,0,0
1,Wednesday,1,work_flow_1,File_8,0,0
1,Wednesday,1,work_flow_2,File_16,0,0
1,Wednesday,1,work_flow_3,File_18,0,0
1,Wednesday,1,work_flow_1,File_6,0,0
1,Wednesday,1,work_flow_1,File_9,0,0
1,Wednesday,1,work_flow_1,File_10,0,0
1,Wednesday,1,work_flow_1,File_11,0,0
1,Wednesday,1,work_flow_2,File_13,0,0
1,Wednesday,1,work_flow_3,File_20,0,0
1,Wednesday,1,work_flow_2,File_12,0,0
1,Wednesday,1,work_flow_3,File_21,0,0
1,Wednesday,1,work_flow_2,File_17,0.0016612502002273702,1
1,Wednesday,1,work_flow_3,File_22,0.005379737771710919,1
1,Wednesday,1,work_flow_2,File_15,0.00073561000859144465,1
1,Wednesday,1,work_flow_2,File_14,0.00018223117627144019,1
1,Wednesday,1,work_flow_4,File_28,0.078754080658346659,1
1,Wednesday,1,work_flow_4,File_29,0.05957672547220403,1
1,Wednesday,1,work_flow_4,File_24,0.079792553345360701,1
1,Wednesday,1,work_flow_4,File_25,0.060288367465919743,1
1,Wednesday,1,work_flow_4,File_27,0.078002242920343967,1
1,Wednesday,1,work_flow_4,File_26,0.080938883621671065,1
1,Wednesday,1,work_flow_0,File_4,0.081052784056472399,1
1,Wednesday,1,work_flow_0,File_0,0.080341178606096728,1
1,Wednesday,1,work_flow_0,File_5,0.060702879547707755,1
1,Wednesday,1,work_flow_0,File_2,0.077198178859510858,1
1,Wednesday,1,work_flow_0,File_1,0.058486132396309148,1
1,Wednesday,1,work_flow_0,File_3,0.079470667624820357,1
1,Wednesday,5,work_flow_3,File_23,0,0
1,Wednesday,5,work_flow_1,File_7,0,0
1,Wednesday,5,work_flow_1,File_8,0,0
1,Wednesday,5,work_flow_2,File_16,0,0
1,Wednesday,5,work_flow_1,File_6,0,0
1,Wednesday,5,work_flow_1,File_9,0,0
1,Wednesday,5,work_flow_1,File_10,0,0
1,Wednesday,5,work_flow_1,File_11,0,0
1,Wednesday,5,work_flow_2,File_13,0,0
1,Wednesday,5,work_flow_3,File_20,0,0
1,Wednesday,5,work_flow_2,File_12,0,0
1,Wednesday,5,work_flow_3,File_22,0,0
1,Wednesday,5,work_flow_2,File_14,0,0
1,Wednesday,5,work_flow_3,File_19,0.0017558904668169618,1
1,Wednesday,5,work_flow_3,File_18,0.0015087995945063447,1
1,Wednesday,5,work_flow_3,File_21,0.0019446538018593486,1
1,Wednesday,5,work_flow_2,File_17,0.00055242965452030146,1
1,Wednesday,5,work_flow_2,File_15,0.0020135869022053425,1
1,Wednesday,5,work_flow_4,File_28,0.061123555674218198,1
1,Wednesday,5,work_flow_4,File_29,0.08177183214248121,1
1,Wednesday,5,work_flow_4,File_24,0.07759536186575211,1
1,Wednesday,5,work_flow_4,File_25,0.080630284589224624,1
1,Wednesday,5,work_flow_4,File_27,0.08100335102955282,1
1,Wednesday,5,work_flow_4,File_26,0.081062389244153599,1
1,Wednesday,5,work_flow_0,File_4,0.079120767078229959,1
1,Wednesday,5,work_flow_0,File_0,0.078283803083993853,1
1,Wednesday,5,work_flow_0,File_5,0.062151885515409566,1
1,Wednesday,5,work_flow_0,File_2,0.080297260831951447,1
1,Wednesday,5,work_flow_0,File_1,0.078981182677633308,1
1,Wednesday,5,work_flow_0,File_3,0.059454862456943508,1
1,Wednesday,9,work_flow_3,File_23,0,0
1,Wednesday,9,work_flow_1,File_7,0,0
1,Wednesday,9,work_flow_1,File_8,0,0
1,Wednesday,9,work_flow_2,File_16,0,0
1,Wednesday,9,work_flow_1,File_6,0,0
1,Wednesday,9,work_flow_1,File_9,0,0
1,Wednesday,9,work_flow_1,File_10,0,0
1,Wednesday,9,work_flow_1,File_11,0,0
1,Wednesday,9,work_flow_2,File_13,0,0
1,Wednesday,9,work_flow_3,File_20,0,0
1,Wednesday,9,work_flow_2,File_12,0,0
1,Wednesday,9,work_flow_3,File_22,0,0
1,Wednesday,9,work_flow_3,File_18,0,0
1,Wednesday,9,work_flow_2,File_17,0,0
1,Wednesday,9,work_flow_2,File_15,0,0
1,Wednesday,9,work_flow_2,File_14,0.0049709756343910526,1
1,Wednesday,9,work_flow_3,File_19,0.0014888171094012963,1
1,Wednesday,9,work_flow_3,File_21,0.0017088392826225521,1
1,Wednesday,9,work_flow_4,File_28,0.1228532562696696,1
1,Wednesday,9,work_flow_4,File_29,0.1161387991464039,1
1,Wednesday,9,work_flow_4,File_24,0.12287682290060958,1
1,Wednesday,9,work_flow_4,File_25,0.12059934577056845,1
1,Wednesday,9,work_flow_4,File_27,0.12183616853306523,1
1,Wednesday,9,work_flow_4,File_26,0.121965104642873,1
1,Wednesday,9,work_flow_0,File_4,0.079568928081720086,1
1,Wednesday,9,work_flow_0,File_0,0.099074477206538752,1
1,Wednesday,9,work_flow_0,File_5,0.097974128273063316,1
1,Wednesday,9,work_flow_0,File_2,0.082048724812256113,1
1,Wednesday,9,work_flow_0,File_1,0.08010885930233394,1
1,Wednesday,9,work_flow_0,File_3,0.080198963040614635,1
1,Wednesday,13,work_flow_3,File_23,0,0
1,Wednesday,13,work_flow_1,File_8,0,0
1,Wednesday,13,work_flow_2,File_16,0,0
1,Wednesday,13,work_flow_1,File_6,0,0
1,Wednesday,13,work_flow_1,File_11,0,0
1,Wednesday,13,work_flow_2,File_12,0,0
1,Wednesday,13,work_flow_3,File_18,0,0
1,Wednesday,13,work_flow_2,File_17,0,0
1,Wednesday,13,work_flow_2,File_15,0,0
1,Wednesday,13,work_flow_2,File_14,0,0
1,Wednesday,13,work_flow_3,File_19,0,0
1,Wednesday,13,work_flow_1,File_7,0.022498490688063446,1
1,Wednesday,13,work_flow_1,File_9,0.021271064693227915,1
1,Wednesday,13,work_flow_1,File_10,0.018006937041706951,1
1,Wednesday,13,work_flow_2,File_13,0.0010618285784343639,1
1,Wednesday,13,work_flow_3,File_20,0.00085128405757058188,1
1,Wednesday,13,work_flow_3,File_22,0.0049279055975346205,1
1,Wednesday,13,work_flow_3,File_21,0.001818166989030543,1
1,Wednesday,13,work_flow_4,File_28,0.10348245894207947,1
1,Wednesday,13,work_flow_4,File_29,0.10088389840323424,1
1,Wednesday,13,work_flow_4,File_24,0.09846423014122696,1
1,Wednesday,13,work_flow_4,File_25,0.077476035288644024,1
1,Wednesday,13,work_flow_4,File_27,0.10029408505395138,1
1,Wednesday,13,work_flow_4,File_26,0.080831894712831615,1
1,Wednesday,13,work_flow_0,File_4,0.16138951076645502,2
1,Wednesday,13,work_flow_0,File_0,0.1603673683333614,2
1,Wednesday,13,work_flow_0,File_5,0.15634277077650605,2
1,Wednesday,13,work_flow_0,File_2,0.16139240922444395,2
1,Wednesday,13,work_flow_0,File_1,0.15936619021758225,2
1,Wednesday,13,work_flow_0,File_3,0.15735165353692607,2
1,Wednesday,17,work_flow_1,File_8,0,0
1,Wednesday,17,work_flow_1,File_6,0,0
1,Wednesday,17,work_flow_1,File_11,0,0
1,Wednesday,17,work_flow_2,File_17,0,0
1,Wednesday,17,work_flow_2,File_15,0,0
1,Wednesday,17,work_flow_2,File_14,0,0
1,Wednesday,17,work_flow_3,File_19,0,0
1,Wednesday,17,work_flow_1,File_7,0,0
1,Wednesday,17,work_flow_1,File_9,0,0
1,Wednesday,17,work_flow_1,File_10,0,0
1,Wednesday,17,work_flow_2,File_13,0,0
1,Wednesday,17,work_flow_3,File_20,0,0
1,Wednesday,17,work_flow_3,File_21,0,0
1,Wednesday,17,work_flow_3,File_23,0.0087147329650721361,1
1,Wednesday,17,work_flow_2,File_16,0.0020411636886490366,1
1,Wednesday,17,work_flow_2,File_12,0.0024306348929949493,1
1,Wednesday,17,work_flow_3,File_18,0.0040071687966799358,1
1,Wednesday,17,work_flow_3,File_22,0.0015275135561566787,1
1,Wednesday,17,work_flow_4,File_28,0.057425197596351688,1
1,Wednesday,17,work_flow_4,File_29,0.077512010499682704,1
1,Wednesday,17,work_flow_4,File_24,0.078780557337413931,1
1,Wednesday,17,work_flow_4,File_25,0.084267636954772351,1
1,Wednesday,17,work_flow_4,File_27,0.060438891515135741,1
